project_id,anomaly_case_type,planted,description
P01591,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01375,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00655,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02409,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00826,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02137,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02489,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01101,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01050,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02989,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01371,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02793,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00802,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02900,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01340,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02708,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01067,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02488,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01609,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00643,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00489,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00138,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02665,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01506,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01169,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00178,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01850,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02699,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00119,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00979,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01825,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01672,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02472,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01566,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02669,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02767,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02752,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00280,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02097,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01903,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01662,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02074,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00839,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01927,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00758,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02763,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00462,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01554,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00171,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00727,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01588,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02259,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00438,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01221,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00843,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01977,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00820,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02061,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02336,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01485,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01224,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01898,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02826,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00929,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02762,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02420,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00878,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01282,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02430,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01464,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01243,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01270,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01479,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02113,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01900,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02934,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00223,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00314,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02654,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01258,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02565,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00330,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00942,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00143,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02322,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02544,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01034,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00456,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00889,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00030,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02094,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01397,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00098,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01805,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00150,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00051,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02498,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00887,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02777,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00742,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02466,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01368,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01744,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00846,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01910,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02047,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02628,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02949,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02750,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01592,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01141,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01341,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01271,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01876,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02432,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01601,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00633,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01885,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00677,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00402,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02014,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01586,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01967,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02115,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02298,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00343,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02445,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01402,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02733,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00145,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01018,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00319,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01631,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02525,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00422,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00440,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01348,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00002,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P01965,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00128,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P00356,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02537,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
P02044,DUPLICATE_CANDIDATE,1,Near-duplicate project pair deliberately created for similarity detection.
