snapshot_id,project_id,snapshot_date,reported_progress_pct,cumulative_expenditure,status_snapshot,data_type
PS0001711,P00283,2026-04-01,61.8,304000,Delayed,SYNTHETIC_DEMO
PS0001712,P00283,2026-07-01,61.8,289000,Delayed,SYNTHETIC_DEMO
PS0001713,P00284,2025-01-01,84.2,236000,Stalled,SYNTHETIC_DEMO
PS0001714,P00284,2025-04-01,84.2,173000,Stalled,SYNTHETIC_DEMO
PS0001715,P00284,2025-07-01,84.2,284000,Stalled,SYNTHETIC_DEMO
PS0001716,P00284,2025-10-01,84.2,331000,Stalled,SYNTHETIC_DEMO
PS0001717,P00284,2026-01-01,84.2,350000,Stalled,SYNTHETIC_DEMO
PS0001718,P00284,2026-04-01,84.2,204000,Stalled,SYNTHETIC_DEMO
PS0001719,P00284,2026-07-01,84.2,363000,Stalled,SYNTHETIC_DEMO
PS0001720,P00285,2025-01-01,48.1,160000,Stalled,SYNTHETIC_DEMO
PS0001721,P00285,2025-04-01,48.1,158000,Stalled,SYNTHETIC_DEMO
PS0001722,P00285,2025-07-01,48.1,81000,Stalled,SYNTHETIC_DEMO
PS0001723,P00285,2025-10-01,48.1,149000,Stalled,SYNTHETIC_DEMO
PS0001724,P00285,2026-01-01,48.1,62000,Stalled,SYNTHETIC_DEMO
PS0001725,P00285,2026-04-01,48.1,139000,Stalled,SYNTHETIC_DEMO
PS0001726,P00285,2026-07-01,48.1,121000,Stalled,SYNTHETIC_DEMO
PS0001727,P00286,2025-01-01,77.2,741000,Stalled,SYNTHETIC_DEMO
PS0001728,P00286,2025-04-01,77.2,941000,Stalled,SYNTHETIC_DEMO
PS0001729,P00286,2025-07-01,77.2,604000,Stalled,SYNTHETIC_DEMO
PS0001730,P00286,2025-10-01,77.2,1000000,Stalled,SYNTHETIC_DEMO
PS0001731,P00286,2026-01-01,77.2,426000,Stalled,SYNTHETIC_DEMO
PS0001732,P00286,2026-04-01,77.2,988000,Stalled,SYNTHETIC_DEMO
PS0001733,P00286,2026-07-01,77.2,602000,Stalled,SYNTHETIC_DEMO
PS0001734,P00287,2025-01-01,54.7,211000,Stalled,SYNTHETIC_DEMO
PS0001735,P00287,2025-04-01,88.9,177000,Stalled,SYNTHETIC_DEMO
PS0001736,P00287,2025-07-01,93.8,209000,Stalled,SYNTHETIC_DEMO
PS0001737,P00287,2025-10-01,93.8,328000,Stalled,SYNTHETIC_DEMO
PS0001738,P00287,2026-01-01,93.8,389000,Stalled,SYNTHETIC_DEMO
PS0001739,P00287,2026-04-01,93.8,389000,Stalled,SYNTHETIC_DEMO
PS0001740,P00287,2026-07-01,93.8,161000,Stalled,SYNTHETIC_DEMO
PS0001741,P00288,2025-04-01,14.2,260000,Ongoing,SYNTHETIC_DEMO
PS0001742,P00288,2025-07-01,25.4,160000,Ongoing,SYNTHETIC_DEMO
PS0001743,P00288,2025-10-01,25.4,104000,Ongoing,SYNTHETIC_DEMO
PS0001744,P00288,2026-01-01,25.4,208000,Ongoing,SYNTHETIC_DEMO
PS0001745,P00288,2026-04-01,25.4,109000,Ongoing,SYNTHETIC_DEMO
PS0001746,P00288,2026-07-01,25.4,205000,Ongoing,SYNTHETIC_DEMO
PS0001747,P00289,2025-01-01,86.9,230000,Stalled,SYNTHETIC_DEMO
PS0001748,P00289,2025-04-01,86.9,479000,Stalled,SYNTHETIC_DEMO
PS0001749,P00289,2025-07-01,86.9,223000,Stalled,SYNTHETIC_DEMO
PS0001750,P00289,2025-10-01,86.9,356000,Stalled,SYNTHETIC_DEMO
PS0001751,P00289,2026-01-01,86.9,269000,Stalled,SYNTHETIC_DEMO
PS0001752,P00289,2026-04-01,86.9,439000,Stalled,SYNTHETIC_DEMO
PS0001753,P00289,2026-07-01,86.9,276000,Stalled,SYNTHETIC_DEMO
PS0001754,P00290,2025-01-01,46.0,147000,Stalled,SYNTHETIC_DEMO
PS0001755,P00290,2025-04-01,46.0,129000,Stalled,SYNTHETIC_DEMO
PS0001756,P00290,2025-07-01,46.0,125000,Stalled,SYNTHETIC_DEMO
PS0001757,P00290,2025-10-01,46.0,90000,Stalled,SYNTHETIC_DEMO
PS0001758,P00290,2026-01-01,46.0,167000,Stalled,SYNTHETIC_DEMO
PS0001759,P00290,2026-04-01,46.0,100000,Stalled,SYNTHETIC_DEMO
PS0001760,P00290,2026-07-01,46.0,107000,Stalled,SYNTHETIC_DEMO
PS0001761,P00291,2026-04-01,4.3,151000,Ongoing,SYNTHETIC_DEMO
PS0001762,P00291,2026-07-01,12.9,282000,Ongoing,SYNTHETIC_DEMO
PS0001763,P00292,2025-01-01,30.0,297000,Stalled,SYNTHETIC_DEMO
PS0001764,P00292,2025-04-01,30.0,248000,Stalled,SYNTHETIC_DEMO
PS0001765,P00292,2025-07-01,30.0,212000,Stalled,SYNTHETIC_DEMO
PS0001766,P00292,2025-10-01,30.0,379000,Stalled,SYNTHETIC_DEMO
PS0001767,P00292,2026-01-01,30.0,298000,Stalled,SYNTHETIC_DEMO
PS0001768,P00292,2026-04-01,30.0,205000,Stalled,SYNTHETIC_DEMO
PS0001769,P00292,2026-07-01,30.0,285000,Stalled,SYNTHETIC_DEMO
PS0001770,P00293,2025-01-01,97.7,1003000,Stalled,SYNTHETIC_DEMO
PS0001771,P00293,2025-04-01,97.7,866000,Stalled,SYNTHETIC_DEMO
PS0001772,P00293,2025-07-01,97.7,812000,Stalled,SYNTHETIC_DEMO
PS0001773,P00293,2025-10-01,97.7,632000,Stalled,SYNTHETIC_DEMO
PS0001774,P00293,2026-01-01,97.7,783000,Stalled,SYNTHETIC_DEMO
PS0001775,P00293,2026-04-01,97.7,451000,Stalled,SYNTHETIC_DEMO
PS0001776,P00293,2026-07-01,97.7,1010000,Stalled,SYNTHETIC_DEMO
PS0001777,P00294,2025-01-01,31.0,157000,Ongoing,SYNTHETIC_DEMO
PS0001778,P00294,2025-04-01,31.9,169000,Ongoing,SYNTHETIC_DEMO
PS0001779,P00294,2025-07-01,37.2,181000,Ongoing,SYNTHETIC_DEMO
PS0001780,P00294,2025-10-01,51.2,181000,Ongoing,SYNTHETIC_DEMO
PS0001781,P00294,2026-01-01,51.2,189000,Ongoing,SYNTHETIC_DEMO
PS0001782,P00294,2026-04-01,51.2,137000,Ongoing,SYNTHETIC_DEMO
PS0001783,P00294,2026-07-01,51.2,183000,Ongoing,SYNTHETIC_DEMO
PS0001784,P00295,2025-01-01,34.7,167000,Stalled,SYNTHETIC_DEMO
PS0001785,P00295,2025-04-01,34.7,364000,Stalled,SYNTHETIC_DEMO
PS0001786,P00295,2025-07-01,34.7,155000,Stalled,SYNTHETIC_DEMO
PS0001787,P00295,2025-10-01,34.7,407000,Stalled,SYNTHETIC_DEMO
PS0001788,P00295,2026-01-01,34.7,335000,Stalled,SYNTHETIC_DEMO
PS0001789,P00295,2026-04-01,34.7,221000,Stalled,SYNTHETIC_DEMO
PS0001790,P00295,2026-07-01,34.7,417000,Stalled,SYNTHETIC_DEMO
PS0001791,P00296,2025-01-01,44.8,121000,Stalled,SYNTHETIC_DEMO
PS0001792,P00296,2025-04-01,44.8,163000,Stalled,SYNTHETIC_DEMO
PS0001793,P00296,2025-07-01,44.8,103000,Stalled,SYNTHETIC_DEMO
PS0001794,P00296,2025-10-01,44.8,110000,Stalled,SYNTHETIC_DEMO
PS0001795,P00296,2026-01-01,44.8,241000,Stalled,SYNTHETIC_DEMO
PS0001796,P00296,2026-04-01,44.8,147000,Stalled,SYNTHETIC_DEMO
PS0001797,P00296,2026-07-01,44.8,241000,Stalled,SYNTHETIC_DEMO
PS0001798,P00297,2025-01-01,50.2,68000,Stalled,SYNTHETIC_DEMO
PS0001799,P00297,2025-04-01,50.2,133000,Stalled,SYNTHETIC_DEMO
PS0001800,P00297,2025-07-01,50.2,86000,Stalled,SYNTHETIC_DEMO
PS0001801,P00297,2025-10-01,50.2,92000,Stalled,SYNTHETIC_DEMO
PS0001802,P00297,2026-01-01,50.2,134000,Stalled,SYNTHETIC_DEMO
PS0001803,P00297,2026-04-01,50.2,92000,Stalled,SYNTHETIC_DEMO
PS0001804,P00297,2026-07-01,50.2,68000,Stalled,SYNTHETIC_DEMO
PS0001805,P00298,2025-01-01,27.2,207000,Stalled,SYNTHETIC_DEMO
PS0001806,P00298,2025-04-01,27.2,196000,Stalled,SYNTHETIC_DEMO
PS0001807,P00298,2025-07-01,27.2,164000,Stalled,SYNTHETIC_DEMO
PS0001808,P00298,2025-10-01,27.2,83000,Stalled,SYNTHETIC_DEMO
PS0001809,P00298,2026-01-01,27.2,95000,Stalled,SYNTHETIC_DEMO
PS0001810,P00298,2026-04-01,27.2,124000,Stalled,SYNTHETIC_DEMO
PS0001811,P00298,2026-07-01,27.2,102000,Stalled,SYNTHETIC_DEMO
PS0001812,P00299,2025-10-01,28.8,213000,Delayed,SYNTHETIC_DEMO
PS0001813,P00299,2026-01-01,82.9,302000,Delayed,SYNTHETIC_DEMO
PS0001814,P00299,2026-04-01,82.9,336000,Delayed,SYNTHETIC_DEMO
PS0001815,P00299,2026-07-01,82.9,190000,Delayed,SYNTHETIC_DEMO
PS0001816,P00300,2026-01-01,12.1,281000,Ongoing,SYNTHETIC_DEMO
PS0001817,P00300,2026-04-01,38.4,303000,Ongoing,SYNTHETIC_DEMO
PS0001818,P00300,2026-07-01,42.9,423000,Ongoing,SYNTHETIC_DEMO
PS0001819,P00301,2026-01-01,27.0,573000,Ongoing,SYNTHETIC_DEMO
PS0001820,P00301,2026-04-01,42.6,457000,Ongoing,SYNTHETIC_DEMO
PS0001821,P00301,2026-07-01,58.0,618000,Ongoing,SYNTHETIC_DEMO
PS0001822,P00302,2025-01-01,22.4,249000,Ongoing,SYNTHETIC_DEMO
PS0001823,P00302,2025-04-01,28.5,189000,Ongoing,SYNTHETIC_DEMO
PS0001824,P00302,2025-07-01,39.3,147000,Ongoing,SYNTHETIC_DEMO
PS0001825,P00302,2025-10-01,51.1,197000,Ongoing,SYNTHETIC_DEMO
PS0001826,P00302,2026-01-01,68.5,220000,Ongoing,SYNTHETIC_DEMO
PS0001827,P00302,2026-04-01,87.5,123000,Ongoing,SYNTHETIC_DEMO
PS0001828,P00302,2026-07-01,87.5,195000,Ongoing,SYNTHETIC_DEMO
PS0001829,P00303,2025-10-01,45.9,68000,Stalled,SYNTHETIC_DEMO
PS0001830,P00303,2026-01-01,86.7,163000,Stalled,SYNTHETIC_DEMO
PS0001831,P00303,2026-04-01,86.7,97000,Stalled,SYNTHETIC_DEMO
PS0001832,P00303,2026-07-01,86.7,68000,Stalled,SYNTHETIC_DEMO
PS0001833,P00304,2025-01-01,7.6,179000,Ongoing,SYNTHETIC_DEMO
PS0001834,P00304,2025-04-01,18.2,128000,Ongoing,SYNTHETIC_DEMO
PS0001835,P00304,2025-07-01,37.5,109000,Ongoing,SYNTHETIC_DEMO
PS0001836,P00304,2025-10-01,53.6,78000,Ongoing,SYNTHETIC_DEMO
PS0001837,P00304,2026-01-01,62.8,131000,Ongoing,SYNTHETIC_DEMO
PS0001838,P00304,2026-04-01,97.9,161000,Ongoing,SYNTHETIC_DEMO
PS0001839,P00304,2026-07-01,97.9,181000,Ongoing,SYNTHETIC_DEMO
PS0001840,P00305,2025-01-01,23.1,505000,Stalled,SYNTHETIC_DEMO
PS0001841,P00305,2025-04-01,23.1,579000,Stalled,SYNTHETIC_DEMO
PS0001842,P00305,2025-07-01,23.1,791000,Stalled,SYNTHETIC_DEMO
PS0001843,P00305,2025-10-01,23.1,779000,Stalled,SYNTHETIC_DEMO
PS0001844,P00305,2026-01-01,23.1,690000,Stalled,SYNTHETIC_DEMO
PS0001845,P00305,2026-04-01,23.1,560000,Stalled,SYNTHETIC_DEMO
PS0001846,P00305,2026-07-01,23.1,567000,Stalled,SYNTHETIC_DEMO
PS0001847,P00306,2025-01-01,0.0,716000,Ongoing,SYNTHETIC_DEMO
PS0001848,P00306,2025-04-01,11.5,302000,Ongoing,SYNTHETIC_DEMO
PS0001849,P00306,2025-07-01,46.7,676000,Ongoing,SYNTHETIC_DEMO
PS0001850,P00306,2025-10-01,54.4,580000,Ongoing,SYNTHETIC_DEMO
PS0001851,P00306,2026-01-01,54.4,698000,Ongoing,SYNTHETIC_DEMO
PS0001852,P00306,2026-04-01,54.4,706000,Ongoing,SYNTHETIC_DEMO
PS0001853,P00306,2026-07-01,54.4,555000,Ongoing,SYNTHETIC_DEMO
PS0001854,P00307,2025-07-01,13.8,399000,Stalled,SYNTHETIC_DEMO
PS0001855,P00307,2025-10-01,47.1,187000,Stalled,SYNTHETIC_DEMO
PS0001856,P00307,2026-01-01,64.8,214000,Stalled,SYNTHETIC_DEMO
PS0001857,P00307,2026-04-01,64.8,309000,Stalled,SYNTHETIC_DEMO
PS0001858,P00307,2026-07-01,64.8,441000,Stalled,SYNTHETIC_DEMO
PS0001859,P00308,2025-01-01,59.2,60000,Stalled,SYNTHETIC_DEMO
PS0001860,P00308,2025-04-01,59.2,92000,Stalled,SYNTHETIC_DEMO
PS0001861,P00308,2025-07-01,59.2,108000,Stalled,SYNTHETIC_DEMO
PS0001862,P00308,2025-10-01,59.2,87000,Stalled,SYNTHETIC_DEMO
PS0001863,P00308,2026-01-01,59.2,107000,Stalled,SYNTHETIC_DEMO
PS0001864,P00308,2026-04-01,59.2,97000,Stalled,SYNTHETIC_DEMO
PS0001865,P00308,2026-07-01,59.2,65000,Stalled,SYNTHETIC_DEMO
PS0001866,P00309,2025-04-01,24.1,119000,Stalled,SYNTHETIC_DEMO
PS0001867,P00309,2025-07-01,24.1,169000,Stalled,SYNTHETIC_DEMO
PS0001868,P00309,2025-10-01,24.1,175000,Stalled,SYNTHETIC_DEMO
PS0001869,P00309,2026-01-01,24.1,133000,Stalled,SYNTHETIC_DEMO
PS0001870,P00309,2026-04-01,24.1,175000,Stalled,SYNTHETIC_DEMO
PS0001871,P00309,2026-07-01,24.1,171000,Stalled,SYNTHETIC_DEMO
PS0001872,P00310,2025-01-01,20.8,102000,Ongoing,SYNTHETIC_DEMO
PS0001873,P00310,2025-04-01,34.9,174000,Ongoing,SYNTHETIC_DEMO
PS0001874,P00310,2025-07-01,52.6,122000,Ongoing,SYNTHETIC_DEMO
PS0001875,P00310,2025-10-01,65.0,81000,Ongoing,SYNTHETIC_DEMO
PS0001876,P00310,2026-01-01,82.2,109000,Ongoing,SYNTHETIC_DEMO
PS0001877,P00310,2026-04-01,82.6,183000,Ongoing,SYNTHETIC_DEMO
PS0001878,P00310,2026-07-01,82.6,213000,Ongoing,SYNTHETIC_DEMO
PS0001879,P00311,2025-01-01,65.2,187000,Stalled,SYNTHETIC_DEMO
PS0001880,P00311,2025-04-01,65.5,441000,Stalled,SYNTHETIC_DEMO
PS0001881,P00311,2025-07-01,65.5,375000,Stalled,SYNTHETIC_DEMO
PS0001882,P00311,2025-10-01,65.5,419000,Stalled,SYNTHETIC_DEMO
PS0001883,P00311,2026-01-01,65.5,322000,Stalled,SYNTHETIC_DEMO
PS0001884,P00311,2026-04-01,65.5,406000,Stalled,SYNTHETIC_DEMO
PS0001885,P00311,2026-07-01,65.5,510000,Stalled,SYNTHETIC_DEMO
PS0001886,P00312,2026-04-01,22.0,144000,Ongoing,SYNTHETIC_DEMO
PS0001887,P00312,2026-07-01,28.0,180000,Ongoing,SYNTHETIC_DEMO
PS0001888,P00313,2025-01-01,29.5,261000,Stalled,SYNTHETIC_DEMO
PS0001889,P00313,2025-04-01,29.5,409000,Stalled,SYNTHETIC_DEMO
PS0001890,P00313,2025-07-01,29.5,214000,Stalled,SYNTHETIC_DEMO
PS0001891,P00313,2025-10-01,29.5,261000,Stalled,SYNTHETIC_DEMO
PS0001892,P00313,2026-01-01,29.5,365000,Stalled,SYNTHETIC_DEMO
PS0001893,P00313,2026-04-01,29.5,190000,Stalled,SYNTHETIC_DEMO
PS0001894,P00313,2026-07-01,29.5,369000,Stalled,SYNTHETIC_DEMO
PS0001895,P00314,2025-01-01,61.3,38000,Stalled,SYNTHETIC_DEMO
PS0001896,P00314,2025-04-01,61.3,23000,Stalled,SYNTHETIC_DEMO
PS0001897,P00314,2025-07-01,61.3,46000,Stalled,SYNTHETIC_DEMO
PS0001898,P00314,2025-10-01,61.3,26000,Stalled,SYNTHETIC_DEMO
PS0001899,P00314,2026-01-01,61.3,58000,Stalled,SYNTHETIC_DEMO
PS0001900,P00314,2026-04-01,61.3,30000,Stalled,SYNTHETIC_DEMO
PS0001901,P00314,2026-07-01,61.3,49000,Stalled,SYNTHETIC_DEMO
PS0001902,P00315,2025-01-01,65.0,93000,Stalled,SYNTHETIC_DEMO
PS0001903,P00315,2025-04-01,65.0,75000,Stalled,SYNTHETIC_DEMO
PS0001904,P00315,2025-07-01,65.0,164000,Stalled,SYNTHETIC_DEMO
PS0001905,P00315,2025-10-01,65.0,131000,Stalled,SYNTHETIC_DEMO
PS0001906,P00315,2026-01-01,65.0,128000,Stalled,SYNTHETIC_DEMO
PS0001907,P00315,2026-04-01,65.0,59000,Stalled,SYNTHETIC_DEMO
PS0001908,P00315,2026-07-01,65.0,94000,Stalled,SYNTHETIC_DEMO
PS0001909,P00316,2025-01-01,51.8,285000,Stalled,SYNTHETIC_DEMO
PS0001910,P00316,2025-04-01,51.8,275000,Stalled,SYNTHETIC_DEMO
PS0001911,P00316,2025-07-01,51.8,229000,Stalled,SYNTHETIC_DEMO
PS0001912,P00316,2025-10-01,51.8,176000,Stalled,SYNTHETIC_DEMO
PS0001913,P00316,2026-01-01,51.8,128000,Stalled,SYNTHETIC_DEMO
PS0001914,P00316,2026-04-01,51.8,114000,Stalled,SYNTHETIC_DEMO
PS0001915,P00316,2026-07-01,51.8,222000,Stalled,SYNTHETIC_DEMO
PS0001916,P00317,2025-07-01,5.2,1030000,Ongoing,SYNTHETIC_DEMO
PS0001917,P00317,2025-10-01,32.2,427000,Ongoing,SYNTHETIC_DEMO
PS0001918,P00317,2026-01-01,45.5,774000,Ongoing,SYNTHETIC_DEMO
PS0001919,P00317,2026-04-01,54.4,604000,Ongoing,SYNTHETIC_DEMO
PS0001920,P00317,2026-07-01,54.4,654000,Ongoing,SYNTHETIC_DEMO
PS0001921,P00318,2026-04-01,10.3,54000,Ongoing,SYNTHETIC_DEMO
PS0001922,P00318,2026-07-01,34.6,62000,Ongoing,SYNTHETIC_DEMO
PS0001923,P00319,2025-01-01,54.9,107000,Stalled,SYNTHETIC_DEMO
PS0001924,P00319,2025-04-01,54.9,209000,Stalled,SYNTHETIC_DEMO
PS0001925,P00319,2025-07-01,54.9,243000,Stalled,SYNTHETIC_DEMO
PS0001926,P00319,2025-10-01,54.9,149000,Stalled,SYNTHETIC_DEMO
PS0001927,P00319,2026-01-01,54.9,179000,Stalled,SYNTHETIC_DEMO
PS0001928,P00319,2026-04-01,54.9,213000,Stalled,SYNTHETIC_DEMO
PS0001929,P00319,2026-07-01,54.9,153000,Stalled,SYNTHETIC_DEMO
PS0001930,P00320,2025-01-01,72.2,255000,Stalled,SYNTHETIC_DEMO
PS0001931,P00320,2025-04-01,75.2,130000,Stalled,SYNTHETIC_DEMO
PS0001932,P00320,2025-07-01,75.2,164000,Stalled,SYNTHETIC_DEMO
PS0001933,P00320,2025-10-01,75.2,336000,Stalled,SYNTHETIC_DEMO
PS0001934,P00320,2026-01-01,75.2,135000,Stalled,SYNTHETIC_DEMO
PS0001935,P00320,2026-04-01,75.2,204000,Stalled,SYNTHETIC_DEMO
PS0001936,P00320,2026-07-01,75.2,134000,Stalled,SYNTHETIC_DEMO
PS0001937,P00321,2025-01-01,52.9,44000,Stalled,SYNTHETIC_DEMO
PS0001938,P00321,2025-04-01,52.9,49000,Stalled,SYNTHETIC_DEMO
PS0001939,P00321,2025-07-01,52.9,46000,Stalled,SYNTHETIC_DEMO
PS0001940,P00321,2025-10-01,52.9,41000,Stalled,SYNTHETIC_DEMO
PS0001941,P00321,2026-01-01,52.9,58000,Stalled,SYNTHETIC_DEMO
PS0001942,P00321,2026-04-01,52.9,44000,Stalled,SYNTHETIC_DEMO
PS0001943,P00321,2026-07-01,52.9,47000,Stalled,SYNTHETIC_DEMO
PS0001944,P00322,2026-01-01,13.7,44000,Ongoing,SYNTHETIC_DEMO
PS0001945,P00322,2026-04-01,33.7,35000,Ongoing,SYNTHETIC_DEMO
PS0001946,P00322,2026-07-01,33.7,28000,Ongoing,SYNTHETIC_DEMO
PS0001947,P00323,2025-01-01,61.4,212000,Stalled,SYNTHETIC_DEMO
PS0001948,P00323,2025-04-01,61.4,130000,Stalled,SYNTHETIC_DEMO
PS0001949,P00323,2025-07-01,61.4,190000,Stalled,SYNTHETIC_DEMO
PS0001950,P00323,2025-10-01,61.4,156000,Stalled,SYNTHETIC_DEMO
PS0001951,P00323,2026-01-01,61.4,174000,Stalled,SYNTHETIC_DEMO
PS0001952,P00323,2026-04-01,61.4,176000,Stalled,SYNTHETIC_DEMO
PS0001953,P00323,2026-07-01,61.4,122000,Stalled,SYNTHETIC_DEMO
PS0001954,P00324,2025-01-01,82.7,1242000,Stalled,SYNTHETIC_DEMO
PS0001955,P00324,2025-04-01,82.7,1360000,Stalled,SYNTHETIC_DEMO
PS0001956,P00324,2025-07-01,82.7,1250000,Stalled,SYNTHETIC_DEMO
PS0001957,P00324,2025-10-01,82.7,1692000,Stalled,SYNTHETIC_DEMO
PS0001958,P00324,2026-01-01,82.7,1821000,Stalled,SYNTHETIC_DEMO
PS0001959,P00324,2026-04-01,82.7,1548000,Stalled,SYNTHETIC_DEMO
PS0001960,P00324,2026-07-01,82.7,1229000,Stalled,SYNTHETIC_DEMO
PS0001961,P00325,2025-10-01,13.5,139000,Ongoing,SYNTHETIC_DEMO
PS0001962,P00325,2026-01-01,29.3,111000,Ongoing,SYNTHETIC_DEMO
PS0001963,P00325,2026-04-01,66.3,223000,Ongoing,SYNTHETIC_DEMO
PS0001964,P00325,2026-07-01,66.3,146000,Ongoing,SYNTHETIC_DEMO
PS0001965,P00326,2025-04-01,12.7,419000,Stalled,SYNTHETIC_DEMO
PS0001966,P00326,2025-07-01,28.4,331000,Stalled,SYNTHETIC_DEMO
PS0001967,P00326,2025-10-01,60.2,590000,Stalled,SYNTHETIC_DEMO
PS0001968,P00326,2026-01-01,62.7,539000,Stalled,SYNTHETIC_DEMO
PS0001969,P00326,2026-04-01,62.7,255000,Stalled,SYNTHETIC_DEMO
PS0001970,P00326,2026-07-01,62.7,521000,Stalled,SYNTHETIC_DEMO
PS0001971,P00327,2025-01-01,46.1,56000,Delayed,SYNTHETIC_DEMO
PS0001972,P00327,2025-04-01,54.2,90000,Delayed,SYNTHETIC_DEMO
PS0001973,P00327,2025-07-01,54.2,103000,Delayed,SYNTHETIC_DEMO
PS0001974,P00327,2025-10-01,54.2,41000,Delayed,SYNTHETIC_DEMO
PS0001975,P00327,2026-01-01,54.2,80000,Delayed,SYNTHETIC_DEMO
PS0001976,P00327,2026-04-01,54.2,103000,Delayed,SYNTHETIC_DEMO
PS0001977,P00327,2026-07-01,54.2,71000,Delayed,SYNTHETIC_DEMO
PS0001978,P00328,2025-01-01,31.9,81000,Delayed,SYNTHETIC_DEMO
PS0001979,P00328,2025-04-01,55.4,70000,Delayed,SYNTHETIC_DEMO
PS0001980,P00328,2025-07-01,60.0,52000,Delayed,SYNTHETIC_DEMO
PS0001981,P00328,2025-10-01,60.0,88000,Delayed,SYNTHETIC_DEMO
PS0001982,P00328,2026-01-01,60.0,110000,Delayed,SYNTHETIC_DEMO
PS0001983,P00328,2026-04-01,60.0,79000,Delayed,SYNTHETIC_DEMO
PS0001984,P00328,2026-07-01,60.0,95000,Delayed,SYNTHETIC_DEMO
PS0001985,P00329,2025-01-01,65.3,396000,Stalled,SYNTHETIC_DEMO
PS0001986,P00329,2025-04-01,65.3,784000,Stalled,SYNTHETIC_DEMO
PS0001987,P00329,2025-07-01,65.3,491000,Stalled,SYNTHETIC_DEMO
PS0001988,P00329,2025-10-01,65.3,637000,Stalled,SYNTHETIC_DEMO
PS0001989,P00329,2026-01-01,65.3,590000,Stalled,SYNTHETIC_DEMO
PS0001990,P00329,2026-04-01,65.3,736000,Stalled,SYNTHETIC_DEMO
PS0001991,P00329,2026-07-01,65.3,759000,Stalled,SYNTHETIC_DEMO
PS0001992,P00330,2026-01-01,19.0,129000,Ongoing,SYNTHETIC_DEMO
PS0001993,P00330,2026-04-01,39.0,148000,Ongoing,SYNTHETIC_DEMO
PS0001994,P00330,2026-07-01,41.8,65000,Ongoing,SYNTHETIC_DEMO
PS0001995,P00331,2026-04-01,0.0,259000,Ongoing,SYNTHETIC_DEMO
PS0001996,P00331,2026-07-01,18.7,267000,Ongoing,SYNTHETIC_DEMO
PS0001997,P00332,2025-01-01,45.7,567000,Stalled,SYNTHETIC_DEMO
PS0001998,P00332,2025-04-01,45.7,386000,Stalled,SYNTHETIC_DEMO
PS0001999,P00332,2025-07-01,45.7,525000,Stalled,SYNTHETIC_DEMO
PS0002000,P00332,2025-10-01,45.7,605000,Stalled,SYNTHETIC_DEMO
PS0002001,P00332,2026-01-01,45.7,512000,Stalled,SYNTHETIC_DEMO
PS0002002,P00332,2026-04-01,45.7,599000,Stalled,SYNTHETIC_DEMO
PS0002003,P00332,2026-07-01,45.7,551000,Stalled,SYNTHETIC_DEMO
PS0002004,P00333,2025-01-01,43.0,325000,Stalled,SYNTHETIC_DEMO
PS0002005,P00333,2025-04-01,43.0,444000,Stalled,SYNTHETIC_DEMO
PS0002006,P00333,2025-07-01,43.0,305000,Stalled,SYNTHETIC_DEMO
PS0002007,P00333,2025-10-01,43.0,349000,Stalled,SYNTHETIC_DEMO
PS0002008,P00333,2026-01-01,43.0,202000,Stalled,SYNTHETIC_DEMO
PS0002009,P00333,2026-04-01,43.0,424000,Stalled,SYNTHETIC_DEMO
PS0002010,P00333,2026-07-01,43.0,247000,Stalled,SYNTHETIC_DEMO
PS0002011,P00334,2025-01-01,97.8,753000,Stalled,SYNTHETIC_DEMO
PS0002012,P00334,2025-04-01,97.8,374000,Stalled,SYNTHETIC_DEMO
PS0002013,P00334,2025-07-01,97.8,672000,Stalled,SYNTHETIC_DEMO
PS0002014,P00334,2025-10-01,97.8,728000,Stalled,SYNTHETIC_DEMO
PS0002015,P00334,2026-01-01,97.8,422000,Stalled,SYNTHETIC_DEMO
PS0002016,P00334,2026-04-01,97.8,377000,Stalled,SYNTHETIC_DEMO
PS0002017,P00334,2026-07-01,97.8,556000,Stalled,SYNTHETIC_DEMO
PS0002018,P00335,2025-01-01,52.5,242000,Stalled,SYNTHETIC_DEMO
PS0002019,P00335,2025-04-01,52.5,225000,Stalled,SYNTHETIC_DEMO
PS0002020,P00335,2025-07-01,52.5,164000,Stalled,SYNTHETIC_DEMO
PS0002021,P00335,2025-10-01,52.5,330000,Stalled,SYNTHETIC_DEMO
PS0002022,P00335,2026-01-01,52.5,278000,Stalled,SYNTHETIC_DEMO
PS0002023,P00335,2026-04-01,52.5,175000,Stalled,SYNTHETIC_DEMO
PS0002024,P00335,2026-07-01,52.5,190000,Stalled,SYNTHETIC_DEMO
PS0002025,P00336,2025-01-01,66.6,471000,Stalled,SYNTHETIC_DEMO
PS0002026,P00336,2025-04-01,66.6,386000,Stalled,SYNTHETIC_DEMO
PS0002027,P00336,2025-07-01,66.6,404000,Stalled,SYNTHETIC_DEMO
PS0002028,P00336,2025-10-01,66.6,438000,Stalled,SYNTHETIC_DEMO
PS0002029,P00336,2026-01-01,66.6,420000,Stalled,SYNTHETIC_DEMO
PS0002030,P00336,2026-04-01,66.6,432000,Stalled,SYNTHETIC_DEMO
PS0002031,P00336,2026-07-01,66.6,240000,Stalled,SYNTHETIC_DEMO
PS0002032,P00337,2025-01-01,64.6,396000,Stalled,SYNTHETIC_DEMO
