budget_record_id,mp_id,mp_name,financial_year,opening_balance_demo,annual_allocation_demo,sanctioned_amount_demo,expenditure_demo,closing_balance_demo,data_type
BR000180,MP036,Neha Sharma,2026-27,134666760,50000000,26324000,21013000,163653760,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000181,MP037,Vikram Singh,2022-23,12348470,50000000,46268000,42094000,20254470,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000182,MP037,Vikram Singh,2023-24,20254470,50000000,27338000,14632000,55622470,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000183,MP037,Vikram Singh,2024-25,55622470,50000000,27765000,12565000,93057470,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000184,MP037,Vikram Singh,2025-26,93057470,50000000,41429000,33074000,109983470,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000185,MP037,Vikram Singh,2026-27,109983470,50000000,31894000,11630000,148353470,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000186,MP038,Suresh Joshi,2022-23,10018052,50000000,42988000,28666000,31352052,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000187,MP038,Suresh Joshi,2023-24,31352052,50000000,49464000,27210000,54142052,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000188,MP038,Suresh Joshi,2024-25,54142052,50000000,40587000,32554000,71588052,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000189,MP038,Suresh Joshi,2025-26,71588052,50000000,40706000,23487000,98101052,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000190,MP038,Suresh Joshi,2026-27,98101052,50000000,38556000,14831000,133270052,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000191,MP039,Kavita Mehta,2022-23,11418498,50000000,35147000,27729000,33689498,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000192,MP039,Kavita Mehta,2023-24,33689498,50000000,29915000,17691000,65998498,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000193,MP039,Kavita Mehta,2024-25,65998498,50000000,29853000,18708000,97290498,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000194,MP039,Kavita Mehta,2025-26,97290498,50000000,26007000,16167000,131123498,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000195,MP039,Kavita Mehta,2026-27,131123498,50000000,47446000,28491000,152632498,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000196,MP040,Arjun Nair,2022-23,13967699,50000000,29822000,17056000,46911699,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000197,MP040,Arjun Nair,2023-24,46911699,50000000,44076000,17816000,79095699,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000198,MP040,Arjun Nair,2024-25,79095699,50000000,32394000,12647000,116448699,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000199,MP040,Arjun Nair,2025-26,116448699,50000000,36455000,30566000,135882699,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000200,MP040,Arjun Nair,2026-27,135882699,50000000,33321000,27456000,158426699,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000201,MP041,Meena Sharma,2022-23,4880094,50000000,47554000,36626000,18254094,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000202,MP041,Meena Sharma,2023-24,18254094,50000000,44743000,18691000,49563094,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000203,MP041,Meena Sharma,2024-25,49563094,50000000,35484000,14539000,85024094,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000204,MP041,Meena Sharma,2025-26,85024094,50000000,31020000,15727000,119297094,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000205,MP041,Meena Sharma,2026-27,119297094,50000000,43768000,22590000,146707094,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000206,MP042,Nitin Singh,2022-23,3113258,50000000,45152000,30731000,22382258,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000207,MP042,Nitin Singh,2023-24,22382258,50000000,26757000,12365000,60017258,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000208,MP042,Nitin Singh,2024-25,60017258,50000000,33966000,29598000,80419258,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000209,MP042,Nitin Singh,2025-26,80419258,50000000,41851000,25138000,105281258,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000210,MP042,Nitin Singh,2026-27,105281258,50000000,48689000,30404000,124877258,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000211,MP043,Pooja Joshi,2022-23,10677034,50000000,43611000,19086000,41591034,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000212,MP043,Pooja Joshi,2023-24,41591034,50000000,25987000,11409000,80182034,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000213,MP043,Pooja Joshi,2024-25,80182034,50000000,44493000,22789000,107393034,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000214,MP043,Pooja Joshi,2025-26,107393034,50000000,29462000,10994000,146399034,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000215,MP043,Pooja Joshi,2026-27,146399034,50000000,49147000,28483000,167916034,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000216,MP044,Manoj Mehta,2022-23,9207957,50000000,49188000,40491000,18716957,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000217,MP044,Manoj Mehta,2023-24,18716957,50000000,30770000,19712000,49004957,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000218,MP044,Manoj Mehta,2024-25,49004957,50000000,35359000,23434000,75570957,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000219,MP044,Manoj Mehta,2025-26,75570957,50000000,39003000,32568000,93002957,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000220,MP044,Manoj Mehta,2026-27,93002957,50000000,39032000,29750000,113252957,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000221,MP045,Deepak Nair,2022-23,10138664,50000000,43831000,19323000,40815664,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000222,MP045,Deepak Nair,2023-24,40815664,50000000,47874000,40038000,50777664,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000223,MP045,Deepak Nair,2024-25,50777664,50000000,45516000,37160000,63617664,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000224,MP045,Deepak Nair,2025-26,63617664,50000000,37811000,16224000,97393664,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000225,MP045,Deepak Nair,2026-27,97393664,50000000,46400000,33103000,114290664,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000226,MP046,Amit Sharma,2022-23,3489874,50000000,49166000,36252000,17237874,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000227,MP046,Amit Sharma,2023-24,17237874,50000000,29260000,24347000,42890874,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000228,MP046,Amit Sharma,2024-25,42890874,50000000,31458000,12886000,80004874,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000229,MP046,Amit Sharma,2025-26,80004874,50000000,39737000,16117000,113887874,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000230,MP046,Amit Sharma,2026-27,113887874,50000000,40950000,30224000,133663874,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000231,MP047,Rahul Singh,2022-23,2974493,50000000,28205000,15420000,37554493,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000232,MP047,Rahul Singh,2023-24,37554493,50000000,42290000,24835000,62719493,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000233,MP047,Rahul Singh,2024-25,62719493,50000000,30281000,22669000,90050493,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000234,MP047,Rahul Singh,2025-26,90050493,50000000,31501000,14814000,125236493,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000235,MP047,Rahul Singh,2026-27,125236493,50000000,48835000,22189000,153047493,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000236,MP048,Priya Joshi,2022-23,1849783,50000000,25475000,14277000,37572783,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000237,MP048,Priya Joshi,2023-24,37572783,50000000,42421000,38386000,49186783,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000238,MP048,Priya Joshi,2024-25,49186783,50000000,46684000,18224000,80962783,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000239,MP048,Priya Joshi,2025-26,80962783,50000000,38303000,16077000,114885783,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000240,MP048,Priya Joshi,2026-27,114885783,50000000,47511000,40345000,124540783,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000241,MP049,Anita Mehta,2022-23,3815867,50000000,26346000,19510000,34305867,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000242,MP049,Anita Mehta,2023-24,34305867,50000000,28727000,17462000,66843867,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000243,MP049,Anita Mehta,2024-25,66843867,50000000,30060000,14902000,101941867,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000244,MP049,Anita Mehta,2025-26,101941867,50000000,26748000,19088000,132853867,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000245,MP049,Anita Mehta,2026-27,132853867,50000000,32656000,12484000,170369867,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000246,MP050,Ravi Nair,2022-23,5041393,50000000,30257000,22727000,32314393,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000247,MP050,Ravi Nair,2023-24,32314393,50000000,37417000,33967000,48347393,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000248,MP050,Ravi Nair,2024-25,48347393,50000000,33870000,29232000,69115393,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000249,MP050,Ravi Nair,2025-26,69115393,50000000,49000000,38883000,80232393,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000250,MP050,Ravi Nair,2026-27,80232393,50000000,33314000,23623000,106609393,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000251,MP051,Neha Sharma,2022-23,12719005,50000000,48805000,27151000,35568005,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000252,MP051,Neha Sharma,2023-24,35568005,50000000,40691000,27155000,58413005,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000253,MP051,Neha Sharma,2024-25,58413005,50000000,45839000,22976000,85437005,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000254,MP051,Neha Sharma,2025-26,85437005,50000000,28595000,14659000,120778005,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000255,MP051,Neha Sharma,2026-27,120778005,50000000,34128000,21183000,149595005,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000256,MP052,Vikram Singh,2022-23,12709575,50000000,42655000,17144000,45565575,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000257,MP052,Vikram Singh,2023-24,45565575,50000000,41715000,35417000,60148575,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000258,MP052,Vikram Singh,2024-25,60148575,50000000,27696000,11244000,98904575,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000259,MP052,Vikram Singh,2025-26,98904575,50000000,35879000,32596000,116308575,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000260,MP052,Vikram Singh,2026-27,116308575,50000000,37869000,19170000,147138575,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000261,MP053,Suresh Joshi,2022-23,3692193,50000000,34282000,30575000,23117193,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000262,MP053,Suresh Joshi,2023-24,23117193,50000000,43894000,20868000,52249193,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000263,MP053,Suresh Joshi,2024-25,52249193,50000000,26647000,13872000,88377193,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000264,MP053,Suresh Joshi,2025-26,88377193,50000000,44191000,40617000,97760193,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000265,MP053,Suresh Joshi,2026-27,97760193,50000000,25112000,10193000,137567193,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000266,MP054,Kavita Mehta,2022-23,2685095,50000000,44732000,18958000,33727095,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000267,MP054,Kavita Mehta,2023-24,33727095,50000000,48465000,23321000,60406095,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000268,MP054,Kavita Mehta,2024-25,60406095,50000000,28544000,23703000,86703095,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000269,MP054,Kavita Mehta,2025-26,86703095,50000000,49832000,34293000,102410095,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000270,MP054,Kavita Mehta,2026-27,102410095,50000000,31088000,11242000,141168095,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000271,MP055,Arjun Nair,2022-23,2211629,50000000,26065000,18231000,33980629,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000272,MP055,Arjun Nair,2023-24,33980629,50000000,34697000,17947000,66033629,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000273,MP055,Arjun Nair,2024-25,66033629,50000000,30180000,20956000,95077629,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000274,MP055,Arjun Nair,2025-26,95077629,50000000,32963000,21474000,123603629,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000275,MP055,Arjun Nair,2026-27,123603629,50000000,25584000,16890000,156713629,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000276,MP056,Meena Sharma,2022-23,14776574,50000000,42074000,32495000,32281574,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000277,MP056,Meena Sharma,2023-24,32281574,50000000,47468000,23764000,58517574,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000278,MP056,Meena Sharma,2024-25,58517574,50000000,26768000,10750000,97767574,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000279,MP056,Meena Sharma,2025-26,97767574,50000000,26039000,16040000,131727574,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000280,MP056,Meena Sharma,2026-27,131727574,50000000,42999000,36894000,144833574,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000281,MP057,Nitin Singh,2022-23,12041040,50000000,49560000,40189000,21852040,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000282,MP057,Nitin Singh,2023-24,21852040,50000000,39906000,23132000,48720040,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000283,MP057,Nitin Singh,2024-25,48720040,50000000,35922000,25270000,73450040,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000284,MP057,Nitin Singh,2025-26,73450040,50000000,26818000,22121000,101329040,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000285,MP057,Nitin Singh,2026-27,101329040,50000000,36530000,23590000,127739040,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000286,MP058,Pooja Joshi,2022-23,5802683,50000000,37749000,29762000,26040683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000287,MP058,Pooja Joshi,2023-24,26040683,50000000,29790000,21188000,54852683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000288,MP058,Pooja Joshi,2024-25,54852683,50000000,49185000,29356000,75496683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000289,MP058,Pooja Joshi,2025-26,75496683,50000000,33585000,16453000,109043683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000290,MP058,Pooja Joshi,2026-27,109043683,50000000,25392000,17571000,141472683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000291,MP059,Manoj Mehta,2022-23,10124754,50000000,30386000,16670000,43454754,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000292,MP059,Manoj Mehta,2023-24,43454754,50000000,28026000,17247000,76207754,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000293,MP059,Manoj Mehta,2024-25,76207754,50000000,40041000,15790000,110417754,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000294,MP059,Manoj Mehta,2025-26,110417754,50000000,48246000,38120000,122297754,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000295,MP059,Manoj Mehta,2026-27,122297754,50000000,37878000,34837000,137460754,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000296,MP060,Deepak Nair,2022-23,4402683,50000000,44639000,35906000,18496683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000297,MP060,Deepak Nair,2023-24,18496683,50000000,35180000,28284000,40212683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000298,MP060,Deepak Nair,2024-25,40212683,50000000,32600000,26802000,63410683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000299,MP060,Deepak Nair,2025-26,63410683,50000000,38989000,23124000,90286683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
BR000300,MP060,Deepak Nair,2026-27,90286683,50000000,28364000,14454000,125832683,SYNTHETIC_DEMO_NOT_OFFICIAL_ACCOUNTING
